"","Province","Country","Confirmed","Deaths","Recovered","DateRep","countries","dia","ln","population","yearChange","netChange","density","landArea","migrants","fertRate","medAge","urbanPop","worldShare","GeoId","pop1m","S","I","R"
"633",NA,"Greece",821,22,36,2020-03-25,"Greece",24,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422175,821,58
"634",NA,"Hungary",226,10,21,2020-03-25,"Hungary",21,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660094,226,31
"635",NA,"Ireland",1564,9,5,2020-03-25,"Ireland",24,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4936208,1564,14
"636",NA,"Italy",74386,7503,9362,2020-03-25,"Italy",24,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60370575,74386,16865
"637",NA,"Latvia",221,0,1,2020-03-25,"Latvia",23,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1885976,221,1
"638",NA,"Lithuania",274,4,1,2020-03-25,"Lithuania",24,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2722010,274,5
"639",NA,"Luxembourg",1333,8,6,2020-03-25,"Luxembourg",24,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,624631,1333,14
"640",NA,"Malta",129,0,2,2020-03-25,"Malta",18,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441412,129,2
"641",NA,"Netherlands",6412,356,3,2020-03-25,"Netherlands",24,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17128101,6412,359
"642",NA,"Poland",1051,14,7,2020-03-25,"Poland",21,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37845539,1051,21
"643",NA,"Portugal",2995,43,22,2020-03-25,"Portugal",23,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10193649,2995,65
"644",NA,"Romania",906,17,86,2020-03-25,"Romania",24,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19236682,906,103
"645",NA,"Slovakia",216,0,7,2020-03-25,"Slovakia",19,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459419,216,7
"646",NA,"Slovenia",528,5,10,2020-03-25,"Slovenia",20,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078395,528,15
"647",NA,"Spain",49515,3647,5367,2020-03-25,"Spain",24,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46696249,49515,9014
"648",NA,"Sweden",2526,62,16,2020-03-25,"Sweden",24,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10096661,2526,78
"649",NA,"United Kingdom",9529,465,135,2020-03-25,"United Kingdom",12,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67875882,9529,600
"650",NA,"Austria",6909,49,112,2020-03-26,"Austria",25,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,8999328,6909,161
"651",NA,"Belgium",6235,220,675,2020-03-26,"Belgium",25,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11582493,6235,895
"652",NA,"Bulgaria",264,3,8,2020-03-26,"Bulgaria",18,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948170,264,11
"653",NA,"Croatia",495,3,22,2020-03-26,"Croatia",25,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4104747,495,25
"654",NA,"Cyprus",146,3,4,2020-03-26,"Cyprus",17,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207206,146,7
"655",NA,"Czechia",1925,9,10,2020-03-26,"Czechia",25,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10707037,1925,19
"656",NA,"Denmark",1877,41,1,2020-03-26,"Denmark",25,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5790283,1877,42
"657",NA,"Estonia",538,1,8,2020-03-26,"Estonia",25,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1325988,538,9
"658",NA,"Finland",958,5,10,2020-03-26,"Finland",25,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5539747,958,15
"659",NA,"France",29155,1696,4948,2020-03-26,"France",24,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65237712,29155,6644
"660",NA,"Germany",43938,267,5673,2020-03-26,"Germany",25,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83734064,43938,5940
"661",NA,"Greece",892,26,36,2020-03-26,"Greece",25,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422100,892,62
"662",NA,"Hungary",261,10,28,2020-03-26,"Hungary",22,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660052,261,38
"663",NA,"Ireland",1819,19,5,2020-03-26,"Ireland",25,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4935943,1819,24
"664",NA,"Italy",80589,8215,10361,2020-03-26,"Italy",25,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60362661,80589,18576
"665",NA,"Latvia",244,0,1,2020-03-26,"Latvia",24,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1885953,244,1
"666",NA,"Lithuania",299,4,1,2020-03-26,"Lithuania",25,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2721985,299,5
"667",NA,"Luxembourg",1453,9,6,2020-03-26,"Luxembourg",25,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,624510,1453,15
"668",NA,"Malta",134,0,2,2020-03-26,"Malta",19,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441407,134,2
"669",NA,"Netherlands",7431,434,3,2020-03-26,"Netherlands",25,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17127004,7431,437
"670",NA,"Poland",1221,16,7,2020-03-26,"Poland",22,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37845367,1221,23
"671",NA,"Portugal",3544,60,43,2020-03-26,"Portugal",24,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10193062,3544,103
"672",NA,"Romania",1029,23,94,2020-03-26,"Romania",25,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19236545,1029,117
"673",NA,"Slovakia",226,0,2,2020-03-26,"Slovakia",20,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459414,226,2
"674",NA,"Slovenia",562,6,10,2020-03-26,"Slovenia",21,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078360,562,16
"675",NA,"Spain",57786,4365,7015,2020-03-26,"Spain",25,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46685612,57786,11380
"676",NA,"Sweden",2840,77,16,2020-03-26,"Sweden",25,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10096332,2840,93
"677",NA,"United Kingdom",11658,578,135,2020-03-26,"United Kingdom",13,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67873640,11658,713
"678",NA,"Austria",7657,58,225,2020-03-27,"Austria",26,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,8998458,7657,283
"679",NA,"Belgium",7284,289,858,2020-03-27,"Belgium",26,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11581192,7284,1147
"680",NA,"Bulgaria",293,3,9,2020-03-27,"Bulgaria",19,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948140,293,12
"681",NA,"Croatia",586,3,37,2020-03-27,"Croatia",26,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4104641,586,40
"682",NA,"Cyprus",162,5,15,2020-03-27,"Cyprus",18,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207177,162,20
"683",NA,"Czechia",2279,9,11,2020-03-27,"Czechia",26,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10706682,2279,20
"684",NA,"Denmark",2046,52,1,2020-03-27,"Denmark",26,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5790103,2046,53
"685",NA,"Estonia",575,1,11,2020-03-27,"Estonia",26,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1325948,575,12
"686",NA,"Finland",1041,7,10,2020-03-27,"Finland",26,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5539662,1041,17
"687",NA,"France",32964,1995,5700,2020-03-27,"France",25,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65232852,32964,7695
"688",NA,"Germany",50871,342,6658,2020-03-27,"Germany",26,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83726071,50871,7000
"689",NA,"Greece",966,28,52,2020-03-27,"Greece",26,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422008,966,80
"690",NA,"Hungary",300,10,34,2020-03-27,"Hungary",23,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660007,300,44
"691",NA,"Ireland",2121,22,5,2020-03-27,"Ireland",26,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4935638,2121,27
"692",NA,"Italy",86498,9134,10950,2020-03-27,"Italy",26,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60355244,86498,20084
"693",NA,"Latvia",280,0,1,2020-03-27,"Latvia",25,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1885917,280,1
"694",NA,"Lithuania",358,5,1,2020-03-27,"Lithuania",26,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2721925,358,6
"695",NA,"Luxembourg",1605,15,40,2020-03-27,"Luxembourg",26,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,624318,1605,55
"696",NA,"Malta",139,0,2,2020-03-27,"Malta",20,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441402,139,2
"697",NA,"Netherlands",8603,546,3,2020-03-27,"Netherlands",26,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17125720,8603,549
"698",NA,"Poland",1389,16,7,2020-03-27,"Poland",23,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37845199,1389,23
"699",NA,"Portugal",4268,76,43,2020-03-27,"Portugal",25,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10192322,4268,119
"700",NA,"Romania",1292,26,115,2020-03-27,"Romania",26,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19236258,1292,141
"701",NA,"Slovakia",269,0,2,2020-03-27,"Slovakia",21,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459371,269,2
"702",NA,"Slovenia",632,9,10,2020-03-27,"Slovenia",22,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078287,632,19
"703",NA,"Spain",65719,5138,9357,2020-03-27,"Spain",26,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46674564,65719,14495
"704",NA,"Sweden",3069,105,16,2020-03-27,"Sweden",26,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10096075,3069,121
"705",NA,"United Kingdom",14543,759,135,2020-03-27,"United Kingdom",14,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67870574,14543,894
"706",NA,"Austria",8271,68,225,2020-03-28,"Austria",27,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,8997834,8271,293
"707",NA,"Belgium",9134,353,1063,2020-03-28,"Belgium",27,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11579073,9134,1416
"708",NA,"Bulgaria",331,7,11,2020-03-28,"Bulgaria",20,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948096,331,18
"709",NA,"Croatia",657,5,45,2020-03-28,"Croatia",27,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4104560,657,50
"710",NA,"Cyprus",179,5,15,2020-03-28,"Cyprus",19,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207160,179,20
"711",NA,"Czechia",2631,11,11,2020-03-28,"Czechia",27,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10706328,2631,22
"712",NA,"Denmark",2201,65,1,2020-03-28,"Denmark",27,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5789935,2201,66
"713",NA,"Estonia",645,1,20,2020-03-28,"Estonia",27,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1325869,645,21
"714",NA,"Finland",1167,9,10,2020-03-28,"Finland",27,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5539534,1167,19
"715",NA,"France",37575,2314,5700,2020-03-28,"France",26,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65227922,37575,8014
"716",NA,"Germany",57695,433,8481,2020-03-28,"Germany",27,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83717333,57695,8914
"717",NA,"Greece",1061,32,52,2020-03-28,"Greece",27,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10421909,1061,84
"718",NA,"Hungary",343,11,34,2020-03-28,"Hungary",24,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9659963,343,45
"719",NA,"Ireland",2415,36,5,2020-03-28,"Ireland",27,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4935330,2415,41
"720",NA,"Italy",92472,10023,12384,2020-03-28,"Italy",27,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60346947,92472,22407
"721",NA,"Latvia",305,0,1,2020-03-28,"Latvia",26,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1885892,305,1
"722",NA,"Lithuania",394,7,1,2020-03-28,"Lithuania",27,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2721887,394,8
"723",NA,"Luxembourg",1831,18,40,2020-03-28,"Luxembourg",27,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,624089,1831,58
"724",NA,"Malta",149,0,2,2020-03-28,"Malta",21,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441392,149,2
"725",NA,"Netherlands",9762,639,3,2020-03-28,"Netherlands",27,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17124468,9762,642
"726",NA,"Poland",1638,18,7,2020-03-28,"Poland",24,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37844948,1638,25
"727",NA,"Portugal",5170,100,43,2020-03-28,"Portugal",26,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10191396,5170,143
"728",NA,"Romania",1452,37,139,2020-03-28,"Romania",27,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19236063,1452,176
"729",NA,"Slovakia",292,0,2,2020-03-28,"Slovakia",22,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459348,292,2
"730",NA,"Slovenia",684,9,10,2020-03-28,"Slovenia",23,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078235,684,19
"731",NA,"Spain",73235,5982,12285,2020-03-28,"Spain",27,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46663276,73235,18267
"732",NA,"Sweden",3447,105,16,2020-03-28,"Sweden",27,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10095697,3447,121
"733",NA,"United Kingdom",17089,1019,135,2020-03-28,"United Kingdom",15,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67867768,17089,1154
"734",NA,"Austria",8788,86,479,2020-03-29,"Austria",28,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,8997045,8788,565
"735",NA,"Belgium",10836,431,1359,2020-03-29,"Belgium",28,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11576997,10836,1790
"736",NA,"Bulgaria",346,8,14,2020-03-29,"Bulgaria",21,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948077,346,22
"737",NA,"Croatia",713,6,52,2020-03-29,"Croatia",28,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4104496,713,58
"738",NA,"Cyprus",214,5,15,2020-03-29,"Cyprus",20,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207125,214,20
"739",NA,"Czechia",2817,16,11,2020-03-29,"Czechia",28,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10706137,2817,27
"740",NA,"Denmark",2395,72,1,2020-03-29,"Denmark",28,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5789734,2395,73
"741",NA,"Estonia",679,3,20,2020-03-29,"Estonia",28,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1325833,679,23
"742",NA,"Finland",1240,11,10,2020-03-29,"Finland",28,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5539459,1240,21
"743",NA,"France",40174,2606,7202,2020-03-29,"France",27,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65223529,40174,9808
"744",NA,"Germany",62095,533,9211,2020-03-29,"Germany",28,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83712103,62095,9744
"745",NA,"Greece",1156,38,52,2020-03-29,"Greece",28,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10421808,1156,90
"746",NA,"Hungary",408,13,34,2020-03-29,"Hungary",25,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9659896,408,47
"747",NA,"Ireland",2615,46,5,2020-03-29,"Ireland",28,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4935120,2615,51
"748",NA,"Italy",97689,10779,13030,2020-03-29,"Italy",28,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60340328,97689,23809
"749",NA,"Latvia",347,0,1,2020-03-29,"Latvia",27,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1885850,347,1
"750",NA,"Lithuania",460,7,1,2020-03-29,"Lithuania",28,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2721821,460,8
"751",NA,"Luxembourg",1950,21,40,2020-03-29,"Luxembourg",28,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,623967,1950,61
"752",NA,"Malta",151,0,2,2020-03-29,"Malta",22,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441390,151,2
"753",NA,"Netherlands",10866,771,250,2020-03-29,"Netherlands",28,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17122985,10866,1021
"754",NA,"Poland",1862,22,7,2020-03-29,"Poland",25,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37844720,1862,29
"755",NA,"Portugal",5962,119,43,2020-03-29,"Portugal",27,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10190585,5962,162
"756",NA,"Romania",1815,43,206,2020-03-29,"Romania",28,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19235627,1815,249
"757",NA,"Slovakia",314,0,2,2020-03-29,"Slovakia",23,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459326,314,2
"758",NA,"Slovenia",730,11,10,2020-03-29,"Slovenia",24,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078187,730,21
"759",NA,"Spain",80110,6803,14709,2020-03-29,"Spain",28,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46653156,80110,21512
"760",NA,"Sweden",3700,110,16,2020-03-29,"Sweden",28,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10095439,3700,126
"761",NA,"United Kingdom",19522,1228,135,2020-03-29,"United Kingdom",16,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67865126,19522,1363
"762",NA,"Austria",9618,108,636,2020-03-30,"Austria",29,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,8996036,9618,744
"763",NA,"Belgium",11899,513,1527,2020-03-30,"Belgium",29,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11575684,11899,2040
"764",NA,"Bulgaria",359,8,17,2020-03-30,"Bulgaria",22,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948061,359,25
"765",NA,"Croatia",790,6,67,2020-03-30,"Croatia",29,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4104404,790,73
"766",NA,"Cyprus",230,7,22,2020-03-30,"Cyprus",21,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207100,230,29
"767",NA,"Czechia",3001,23,25,2020-03-30,"Czechia",29,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10705932,3001,48
"768",NA,"Denmark",2577,77,1,2020-03-30,"Denmark",29,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5789547,2577,78
"769",NA,"Estonia",715,3,20,2020-03-30,"Estonia",29,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1325797,715,23
"770",NA,"Finland",1352,13,10,2020-03-30,"Finland",29,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5539345,1352,23
"771",NA,"France",44550,3024,7927,2020-03-30,"France",28,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65218010,44550,10951
"772",NA,"Germany",66885,645,13500,2020-03-30,"Germany",29,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83702912,66885,14145
"773",NA,"Greece",1212,43,52,2020-03-30,"Greece",29,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10421747,1212,95
"774",NA,"Hungary",447,15,34,2020-03-30,"Hungary",26,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9659855,447,49
"775",NA,"Ireland",2910,54,5,2020-03-30,"Ireland",29,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4934817,2910,59
"776",NA,"Italy",101739,11591,14620,2020-03-30,"Italy",29,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60333876,101739,26211
"777",NA,"Latvia",376,0,1,2020-03-30,"Latvia",28,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1885821,376,1
"778",NA,"Lithuania",491,7,7,2020-03-30,"Lithuania",29,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2721784,491,14
"779",NA,"Luxembourg",1988,22,40,2020-03-30,"Luxembourg",29,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,623928,1988,62
"780",NA,"Malta",156,0,2,2020-03-30,"Malta",23,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441385,156,2
"781",NA,"Netherlands",11750,864,250,2020-03-30,"Netherlands",29,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17122008,11750,1114
"782",NA,"Poland",2055,31,7,2020-03-30,"Poland",26,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37844518,2055,38
"783",NA,"Portugal",6408,140,43,2020-03-30,"Portugal",28,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10190118,6408,183
"784",NA,"Romania",2109,65,209,2020-03-30,"Romania",29,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19235308,2109,274
"785",NA,"Slovakia",336,0,7,2020-03-30,"Slovakia",24,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459299,336,7
"786",NA,"Slovenia",756,11,10,2020-03-30,"Slovenia",25,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078161,756,21
"787",NA,"Spain",87956,7716,16780,2020-03-30,"Spain",29,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46642326,87956,24496
"788",NA,"Sweden",4028,146,16,2020-03-30,"Sweden",29,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10095075,4028,162
"789",NA,"United Kingdom",22141,1408,135,2020-03-30,"United Kingdom",17,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67862327,22141,1543
